"","UID","SAMPLE_TYPE","TRANSECT","POINT","PARAMETER","RESULT","FLAG","IND","ACTIVE","OPERATION","INSERTION","DEPRECATION","REASON","SITE_ID","SIZE","CHAR","NUM","PARAMRES"
"24657",11779,"BANKW","F","RT","Cover","C","TEMP_NAMC",1445,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"24670",11779,"BANKW","GH","LF","Cover","C","TEMP_NAMC",1460,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"24762",11779,"BANKW","DE","RT","Cover","C","TEMP_NAMC",1427,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"24779",11779,"BANKW","F","LF","Cover","C","TEMP_NAMC",1442,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"24831",11779,"BANKW","J","RT","Cover","U","TEMP_NAMC",1493,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","U",NA,"U"
"24839",11779,"BANKW","A","LF","Cover","C","TEMP_NAMC",1382,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"24850",11779,"BANKW","AB","RT","Cover","C","TEMP_NAMC",1391,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"24853",11779,"BANKW","B","RT","Cover","C","TEMP_NAMC",1397,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"24922",11779,"BANKW","K","RT","Cover","C","TEMP_NAMC",1505,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"24945",11779,"BANKW","IJ","RT","Cover","C","TEMP_NAMC",1487,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"24956",11779,"BANKW","JK","LF","Cover","U","TEMP_NAMC",1496,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","U",NA,"U"
"24998",11779,"BANKW","C","RT","Cover","C","TEMP_NAMC",1409,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"25171",11779,"BANKW","AB","LF","Cover","C","TEMP_NAMC",1388,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"25314",11779,"BANKW","C","LF","Cover","C","TEMP_NAMC",1406,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"25359",11779,"BANKW","G","LF","Cover","C","TEMP_NAMC",1454,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"25445",11779,"BANKW","G","RT","Cover","C","TEMP_NAMC",1457,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"25518",11779,"BANKW","CD","LF","Cover","C","TEMP_NAMC",1412,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8022","SS","C",NA,"C"
"25591",11780,"BANKW","H","RT","Cover","C","TEMP_NAMC",1851,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"25593",11780,"BANKW","J","LF","Cover","C","TEMP_NAMC",1872,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"25843",11780,"BANKW","I","LF","Cover","C","TEMP_NAMC",1860,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"25873",11780,"BANKW","GH","RT","Cover","C","TEMP_NAMC",1845,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"25908",11780,"BANKW","JK","LF","Cover","C","TEMP_NAMC",1878,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"25922",11780,"BANKW","HI","LF","Cover","C","TEMP_NAMC",1854,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"25993",11780,"BANKW","A","RT","Cover","U","TEMP_NAMC",1763,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","U",NA,"U"
"26033",11780,"BANKW","H","LF","Cover","C","TEMP_NAMC",1848,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26045",11780,"BANKW","B","RT","Cover","C","TEMP_NAMC",1775,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26092",11780,"BANKW","F","LF","Cover","C","TEMP_NAMC",1820,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26108",11780,"BANKW","G","RT","Cover","U","TEMP_NAMC",1839,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","U",NA,"U"
"26109",11780,"BANKW","G","RT","Cover","C","TEMP_NAMC",1838,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26138",11780,"BANKW","IJ","RT","Cover","C","TEMP_NAMC",1869,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26252",11780,"BANKW","HI","RT","Cover","C","TEMP_NAMC",1857,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26408",11780,"BANKW","B","LF","Cover","C","TEMP_NAMC",1772,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26428",11780,"BANKW","CD","LF","Cover","C","TEMP_NAMC",1790,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26447",11780,"BANKW","E","LF","Cover","C","TEMP_NAMC",1808,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26454",11780,"BANKW","EF","RT","Cover","C","TEMP_NAMC",1817,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26459",11780,"BANKW","F","RT","Cover","C","TEMP_NAMC",1823,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26583",11780,"BANKW","F","RT","Cover","U","TEMP_NAMC",1824,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","U",NA,"U"
"26755",11780,"BANKW","J","RT","Cover","C","TEMP_NAMC",1875,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26771",11780,"BANKW","AB","LF","Cover","C","TEMP_NAMC",1766,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26833",11780,"BANKW","FG","LF","Cover","C","TEMP_NAMC",1828,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"26865",11780,"BANKW","IJ","LF","Cover","C","TEMP_NAMC",1866,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27062",11780,"BANKW","EF","LF","Cover","C","TEMP_NAMC",1814,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27106",11780,"BANKW","BC","RT","Cover","C","TEMP_NAMC",1781,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27150",11780,"BANKW","C","RT","Cover","C","TEMP_NAMC",1787,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27168",11780,"BANKW","DE","LF","Cover","C","TEMP_NAMC",1802,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27173",11780,"BANKW","DE","RT","Cover","C","TEMP_NAMC",1805,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27265",11780,"BANKW","E","RT","Cover","C","TEMP_NAMC",1811,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27353",11780,"BANKW","I","RT","Cover","U","TEMP_NAMC",1863,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","U",NA,"U"
"27446",11780,"BANKW","G","LF","Cover","U","TEMP_NAMC",1834,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","U",NA,"U"
"27452",11780,"BANKW","GH","LF","Cover","C","TEMP_NAMC",1842,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27457",11780,"BANKW","AB","RT","Cover","C","TEMP_NAMC",1769,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27520",11780,"BANKW","D","RT","Cover","C","TEMP_NAMC",1799,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27569",11780,"BANKW","FG","RT","Cover","C","TEMP_NAMC",1831,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27575",11780,"BANKW","JK","RT","Cover","C","TEMP_NAMC",1881,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27589",11780,"BANKW","C","LF","Cover","C","TEMP_NAMC",1784,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27625",11780,"BANKW","BC","LF","Cover","C","TEMP_NAMC",1778,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27659",11780,"BANKW","A","LF","Cover","U","TEMP_NAMC",1760,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","U",NA,"U"
"27679",11780,"BANKW","CD","RT","Cover","C","TEMP_NAMC",1793,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27680",11780,"BANKW","D","LF","Cover","C","TEMP_NAMC",1796,TRUE,"O",2013-11-26,9999-12-31,NA,"AR-SS-8030","SS","C",NA,"C"
"27714",11781,"BANKW","FG","LF","Cover","U","TEMP_NAMC",6702,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"27721",11781,"BANKW","E","LF","Cover","U","TEMP_NAMC",6684,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"27737",11781,"BANKW","D","RT","Cover","C","TEMP_NAMC",6675,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"27741",11781,"BANKW","G","RT","Cover","U","TEMP_NAMC",6711,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"27747",11781,"BANKW","H","LF","Cover","U","TEMP_NAMC",6720,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"27823",11781,"BANKW","I","LF","Cover","C","TEMP_NAMC",6732,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"27850",11781,"BANKW","DE","RT","Cover","C","TEMP_NAMC",6681,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"27858",11781,"BANKW","C","LF","Cover","C","TEMP_NAMC",6660,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"27861",11781,"BANKW","I","RT","Cover","U","TEMP_NAMC",6735,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"27911",11781,"BANKW","BC","RT","Cover","U","TEMP_NAMC",6657,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"27957",11781,"BANKW","F","RT","Cover","U","TEMP_NAMC",6699,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"27988",11781,"BANKW","HI","LF","Cover","U","TEMP_NAMC",6726,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28005",11781,"BANKW","D","LF","Cover","U","TEMP_NAMC",6672,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28025",11781,"BANKW","B","RT","Cover","U","TEMP_NAMC",6651,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28029",11781,"BANKW","BC","LF","Cover","C","TEMP_NAMC",6654,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28043",11781,"BANKW","G","LF","Cover","U","TEMP_NAMC",6708,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28054",11781,"BANKW","DE","LF","Cover","U","TEMP_NAMC",6678,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28136",11781,"BANKW","GH","RT","Cover","C","TEMP_NAMC",6717,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28161",11781,"BANKW","C","RT","Cover","C","TEMP_NAMC",6663,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28214",11781,"BANKW","GH","LF","Cover","C","TEMP_NAMC",6714,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28221",11781,"BANKW","H","RT","Cover","U","TEMP_NAMC",6723,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28237",11781,"BANKW","IJ","RT","Cover","U","TEMP_NAMC",6741,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28257",11781,"BANKW","K","LF","Cover","C","TEMP_NAMC",6756,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28439",11781,"BANKW","F","LF","Cover","C","TEMP_NAMC",6696,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28452",11781,"BANKW","FG","RT","Cover","C","TEMP_NAMC",6705,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28480",11781,"BANKW","IJ","LF","Cover","C","TEMP_NAMC",6738,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28492",11781,"BANKW","J","RT","Cover","C","TEMP_NAMC",6747,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28564",11781,"BANKW","EF","LF","Cover","C","TEMP_NAMC",6690,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28717",11781,"BANKW","HI","RT","Cover","U","TEMP_NAMC",6729,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28747",11781,"BANKW","K","RT","Cover","U","TEMP_NAMC",6759,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28753",11781,"BANKW","B","LF","Cover","U","TEMP_NAMC",6648,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28777",11781,"BANKW","CD","RT","Cover","U","TEMP_NAMC",6669,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"28800",11781,"BANKW","EF","RT","Cover","C","TEMP_NAMC",6693,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"28818",11781,"BANKW","JK","RT","Cover","U","TEMP_NAMC",6753,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"29042",11781,"BANKW","E","RT","Cover","C","TEMP_NAMC",6687,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"29060",11781,"BANKW","CD","LF","Cover","C","TEMP_NAMC",6666,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","C",NA,"C"
"29112",11781,"BANKW","AB","LF","Cover","U","TEMP_NAMC",6642,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"29118",11781,"BANKW","AB","RT","Cover","U","TEMP_NAMC",6645,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"29224",11781,"BANKW","JK","LF","Cover","U","TEMP_NAMC",6750,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"29357",11781,"BANKW","A","RT","Cover","U","TEMP_NAMC",6639,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"29460",11781,"BANKW","A","LF","Cover","U","TEMP_NAMC",6636,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"29627",11781,"BANKW","J","LF","Cover","U","TEMP_NAMC",6744,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8452","SS","U",NA,"U"
"31488",11783,"BANKW","FG","LF","Cover","U","TEMP_NAMC",6998,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31501",11783,"BANKW","IJ","RT","Cover","U","TEMP_NAMC",7037,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31517",11783,"BANKW","IJ","LF","Cover","U","TEMP_NAMC",7034,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31521",11783,"BANKW","H","LF","Cover","U","TEMP_NAMC",7016,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31522",11783,"BANKW","J","RT","Cover","U","TEMP_NAMC",7043,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31589",11783,"BANKW","F","RT","Cover","U","TEMP_NAMC",6995,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31682",11783,"BANKW","EF","RT","Cover","U","TEMP_NAMC",6989,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31718",11783,"BANKW","F","LF","Cover","U","TEMP_NAMC",6992,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31763",11783,"BANKW","C","LF","Cover","U","TEMP_NAMC",6956,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31774",11783,"BANKW","JK","RT","Cover","U","TEMP_NAMC",7049,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31814",11783,"BANKW","CD","RT","Cover","U","TEMP_NAMC",6965,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31892",11783,"BANKW","FG","RT","Cover","U","TEMP_NAMC",7001,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31909",11783,"BANKW","K","RT","Cover","U","TEMP_NAMC",7055,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"31999",11783,"BANKW","B","LF","Cover","U","TEMP_NAMC",6944,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32033",11783,"BANKW","E","LF","Cover","U","TEMP_NAMC",6980,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32063",11783,"BANKW","G","RT","Cover","U","TEMP_NAMC",7007,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32069",11783,"BANKW","A","RT","Cover","U","TEMP_NAMC",6935,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32152",11783,"BANKW","E","RT","Cover","U","TEMP_NAMC",6983,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32189",11783,"BANKW","GH","RT","Cover","U","TEMP_NAMC",7013,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32194",11783,"BANKW","HI","LF","Cover","U","TEMP_NAMC",7022,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32377",11783,"BANKW","CD","LF","Cover","U","TEMP_NAMC",6962,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32400",11783,"BANKW","DE","RT","Cover","U","TEMP_NAMC",6977,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32433",11783,"BANKW","GH","LF","Cover","U","TEMP_NAMC",7010,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32489",11783,"BANKW","B","RT","Cover","U","TEMP_NAMC",6947,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32491",11783,"BANKW","C","RT","Cover","U","TEMP_NAMC",6959,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32567",11783,"BANKW","I","LF","Cover","U","TEMP_NAMC",7028,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32604",11783,"BANKW","AB","LF","Cover","C","TEMP_NAMC",6938,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","C",NA,"C"
"32631",11783,"BANKW","D","LF","Cover","U","TEMP_NAMC",6968,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32692",11783,"BANKW","I","RT","Cover","U","TEMP_NAMC",7031,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32712",11783,"BANKW","JK","LF","Cover","C","TEMP_NAMC",7046,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","C",NA,"C"
"32713",11783,"BANKW","K","LF","Cover","U","TEMP_NAMC",7052,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32727",11783,"BANKW","AB","RT","Cover","U","TEMP_NAMC",6941,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32755",11783,"BANKW","DE","LF","Cover","U","TEMP_NAMC",6974,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32772",11783,"BANKW","EF","LF","Cover","U","TEMP_NAMC",6986,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32824",11783,"BANKW","J","LF","Cover","U","TEMP_NAMC",7040,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32855",11783,"BANKW","BC","RT","Cover","U","TEMP_NAMC",6953,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"32872",11783,"BANKW","G","LF","Cover","U","TEMP_NAMC",7004,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"33080",11783,"BANKW","A","LF","Cover","U","TEMP_NAMC",6932,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"33098",11783,"BANKW","HI","RT","Cover","U","TEMP_NAMC",7025,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"33171",11783,"BANKW","H","RT","Cover","U","TEMP_NAMC",7019,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"33347",11783,"BANKW","BC","LF","Cover","U","TEMP_NAMC",6950,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"33422",11783,"BANKW","D","RT","Cover","U","TEMP_NAMC",6971,TRUE,"O",2013-11-26,9999-12-31,NA,"HC-SS-8465","SS","U",NA,"U"
"33451",11799,"BANKW","CD","LF","Cover","U","TEMP_NAMC",31,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","U",NA,"U"
"33466",11799,"BANKW","DE","LF","Cover","C","TEMP_NAMC",43,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33504",11799,"BANKW","GH","LF","Cover","C","TEMP_NAMC",79,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33511",11799,"BANKW","CD","RT","Cover","C","TEMP_NAMC",34,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33546",11799,"BANKW","I","LF","Cover","U","TEMP_NAMC",97,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","U",NA,"U"
"33555",11799,"BANKW","HI","LF","Cover","C","TEMP_NAMC",91,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33582",11799,"BANKW","G","LF","Cover","C","TEMP_NAMC",73,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33584",11799,"BANKW","FG","RT","Cover","C","TEMP_NAMC",70,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33597",11799,"BANKW","E","LF","Cover","C","TEMP_NAMC",49,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33601",11799,"BANKW","D","RT","Cover","C","TEMP_NAMC",40,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33670",11799,"BANKW","D","LF","Cover","C","TEMP_NAMC",37,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33683",11799,"BANKW","H","RT","Cover","C","TEMP_NAMC",88,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33727",11799,"BANKW","I","RT","Cover","C","TEMP_NAMC",100,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33758",11799,"BANKW","H","LF","Cover","C","TEMP_NAMC",85,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33808",11799,"BANKW","EF","RT","Cover","C","TEMP_NAMC",58,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33885",11799,"BANKW","DE","RT","Cover","C","TEMP_NAMC",46,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33898",11799,"BANKW","F","RT","Cover","C","TEMP_NAMC",64,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33912",11799,"BANKW","G","RT","Cover","C","TEMP_NAMC",76,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33917",11799,"BANKW","AB","LF","Cover","C","TEMP_NAMC",7,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33927",11799,"BANKW","HI","RT","Cover","C","TEMP_NAMC",94,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
"33931",11799,"BANKW","EF","LF","Cover","C","TEMP_NAMC",55,TRUE,"O",2013-11-26,9999-12-31,NA,"RS-SS-0001","SS","C",NA,"C"
