"","UID","SAMPLE_TYPE","TRANSECT","POINT","PARAMETER","RESULT","FLAG","IND","ACTIVE","OPERATION","INSERTION","DEPRECATION","REASON","SITE_ID","SIZE","CHAR","NUM","PARAMRES"
"15188",11677,"THALW","B","0","WETWIDTH","2.05",NA,272702,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-LS-8029","LS","2.05",2.05,2.05
"15352",11677,"THALW","C","0","WETWIDTH","2.2",NA,272746,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-LS-8029","LS","2.2",2.2,2.2
"15551",11677,"THALW","B","7","WETWIDTH","1.9",NA,272703,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-LS-8029","LS","1.9",1.9,1.9
"15623",11677,"THALW","J","7","WETWIDTH","3.7",NA,273020,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-LS-8029","LS","3.7",3.7,3.7
"15885",11677,"THALW","G","7","WETWIDTH","2.6",NA,272912,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-LS-8029","LS","2.6",2.6,2.6
"15886",11677,"THALW","G","0","WETWIDTH","3.2",NA,272911,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-LS-8029","LS","3.2",3.2,3.2
"15954",11677,"THALW","I","0","WETWIDTH","1.8",NA,272984,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-LS-8029","LS","1.8",1.8,1.8
"15989",11677,"THALW","J","0","WETWIDTH","3.2",NA,273019,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-LS-8029","LS","3.2",3.2,3.2
"16315",11677,"THALW","A","7","WETWIDTH","2.8",NA,272655,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-LS-8029","LS","2.8",2.8,2.8
"16539",11775,"THALW","E","0","WETWIDTH","4",NA,265923,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","4",4,4
"16710",11775,"THALW","H","0","WETWIDTH","4.7",NA,266131,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","4.7",4.7,4.7
"16740",11775,"THALW","D","0","WETWIDTH","3.25",NA,265954,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","3.25",3.25,3.25
"16748",11775,"THALW","B","0","WETWIDTH","2.7",NA,266009,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","2.7",2.7,2.7
"16974",11775,"THALW","J","0","WETWIDTH","2.8",NA,266191,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","2.8",2.8,2.8
"17128",11775,"THALW","C","0","WETWIDTH","1.85","F_1",265982,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","1.85",1.85,1.85
"17220",11775,"THALW","F","5","WETWIDTH","1.95",NA,266070,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","1.95",1.95,1.95
"17254",11775,"THALW","G","0","WETWIDTH","6.6",NA,266101,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","6.6",6.6,6.6
"17280",11775,"THALW","H","5","WETWIDTH","2.4",NA,266132,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","2.4",2.4,2.4
"17341",11775,"THALW","J","5","WETWIDTH","3.1",NA,266192,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","3.1",3.1,3.1
"17467",11775,"THALW","D","5","WETWIDTH","3.5",NA,265955,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","3.5",3.5,3.5
"17497",11775,"THALW","C","5","WETWIDTH","3",NA,265983,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","3",3,3
"17622",11775,"THALW","G","5","WETWIDTH","3.6",NA,266102,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","3.6",3.6,3.6
"17762",11775,"THALW","A","5","WETWIDTH","4.5",NA,266042,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","4.5",4.5,4.5
"17946",11775,"THALW","F","0","WETWIDTH","2.9",NA,266069,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","2.9",2.9,2.9
"18081",11775,"THALW","B","5","WETWIDTH","3.4",NA,266010,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","3.4",3.4,3.4
"18168",11775,"THALW","I","0","WETWIDTH","3.65","F_1",266159,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","3.65",3.65,3.65
"18194",11775,"THALW","I","5","WETWIDTH","2",NA,266160,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","2",2,2
"18196",11775,"THALW","A","0","WETWIDTH","3.2",NA,266041,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8008","SS","3.2",3.2,3.2
"18247",11776,"THALW","A","5","WETWIDTH","2.6",NA,267382,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2.6",2.6,2.6
"18298",11776,"THALW","F","5","WETWIDTH","2",NA,267495,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2",2,2
"18322",11776,"THALW","B","0","WETWIDTH","2.3",NA,267409,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2.3",2.3,2.3
"18532",11776,"THALW","A","0","WETWIDTH","3.2",NA,267381,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","3.2",3.2,3.2
"18579",11776,"THALW","J","0","WETWIDTH","2.7",NA,267590,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2.7",2.7,2.7
"18623",11776,"THALW","J","5","WETWIDTH","1.4",NA,267591,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","1.4",1.4,1.4
"18643",11776,"THALW","B","5","WETWIDTH","2.4",NA,267410,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2.4",2.4,2.4
"18852",11776,"THALW","F","0","WETWIDTH","2.1",NA,267494,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2.1",2.1,2.1
"19190",11776,"THALW","D","0","WETWIDTH","1.9",NA,267467,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","1.9",1.9,1.9
"19480",11776,"THALW","C","5","WETWIDTH","2.7",NA,267438,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2.7",2.7,2.7
"19489",11776,"THALW","G","0","WETWIDTH","2.7",NA,267522,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2.7",2.7,2.7
"19560",11776,"THALW","H","5","WETWIDTH","4.5",NA,267556,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","4.5",4.5,4.5
"19609",11776,"THALW","G","5","WETWIDTH","2.1",NA,267523,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2.1",2.1,2.1
"19674",11776,"THALW","D","5","WETWIDTH","3.8",NA,267468,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","3.8",3.8,3.8
"19685",11776,"THALW","C","0","WETWIDTH","3",NA,267437,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","3",3,3
"19836",11776,"THALW","H","0","WETWIDTH","2.9",NA,267555,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8010","SS","2.9",2.9,2.9
"19965",11777,"THALW","J","0","WETWIDTH","0.35",NA,273489,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.35",0.35,0.35
"20067",11777,"THALW","E","0","WETWIDTH","0.25","F_1",273254,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.25",0.25,0.25
"20124",11777,"THALW","G","7","WETWIDTH","0.15",NA,273349,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.15",0.15,0.15
"20364",11777,"THALW","G","0","WETWIDTH","0.6",NA,273348,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.6",0.6,0.6
"20379",11777,"THALW","I","0","WETWIDTH","0.7",NA,273442,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.7",0.7,0.7
"20487",11777,"THALW","A","0","WETWIDTH","0.13","F_1",273066,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.13",0.13,0.13
"20558",11777,"THALW","E","7","WETWIDTH","0.4",NA,273255,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.4",0.4,0.4
"20699",11777,"THALW","H","7","WETWIDTH","0.2",NA,273396,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.2",0.2,0.2
"20821",11777,"THALW","H","0","WETWIDTH","1.5",NA,273395,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","1.5",1.5,1.5
"20874",11777,"THALW","D","0","WETWIDTH","0.4","F_1",273207,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.4",0.4,0.4
"21112",11777,"THALW","I","7","WETWIDTH","0.45",NA,273443,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.45",0.45,0.45
"21145",11777,"THALW","B","0","WETWIDTH","0.3","F_1",273113,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.3",0.3,0.3
"21146",11777,"THALW","B","7","WETWIDTH","0.25",NA,273114,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.25",0.25,0.25
"21320",11777,"THALW","C","7","WETWIDTH","0.12",NA,273161,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.12",0.12,0.12
"21402",11777,"THALW","J","7","WETWIDTH","0.4",NA,273490,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.4",0.4,0.4
"21425",11777,"THALW","A","7","WETWIDTH","0",NA,273067,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0",0,0
"21580",11777,"THALW","F","7","WETWIDTH","0.4",NA,273302,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.4",0.4,0.4
"21690",11777,"THALW","D","7","WETWIDTH","0",NA,273208,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0",0,0
"21773",11777,"THALW","F","0","WETWIDTH","0.7",NA,273301,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0.7",0.7,0.7
"21840",11777,"THALW","C","0","WETWIDTH","0","F_1",273160,TRUE,"O",2013-09-30,9999-12-31,NA,"AR-SS-8017","SS","0",0,0
"21873",11778,"THALW","H","7","WETWIDTH","1.5",NA,265815,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","1.5",1.5,1.5
"21912",11778,"THALW","D","7","WETWIDTH","1.8",NA,265664,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","1.8",1.8,1.8
"22214",11778,"THALW","H","0","WETWIDTH","2.4",NA,265814,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","2.4",2.4,2.4
"22225",11778,"THALW","D","0","WETWIDTH","0.8",NA,265663,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","0.8",0.8,0.8
"22707",11778,"THALW","G","0","WETWIDTH","2.2","F_1",265779,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","2.2",2.2,2.2
"22901",11778,"THALW","I","7","WETWIDTH","0.6",NA,265854,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","0.6",0.6,0.6
"23027",11778,"THALW","I","0","WETWIDTH","1.3","F_1",265853,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","1.3",1.3,1.3
"23186",11778,"THALW","J","0","WETWIDTH","1.5",NA,265889,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","1.5",1.5,1.5
"23188",11778,"THALW","J","7","WETWIDTH","1.5",NA,265890,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","1.5",1.5,1.5
"23204",11778,"THALW","G","7","WETWIDTH","3.3",NA,265780,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","3.3",3.3,3.3
"23234",11778,"THALW","E","0","WETWIDTH","2.9",NA,265701,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","2.9",2.9,2.9
"23238",11778,"THALW","E","7","WETWIDTH","0.8",NA,265702,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","0.8",0.8,0.8
"23365",11778,"THALW","F","7","WETWIDTH","1.1",NA,265745,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","1.1",1.1,1.1
"23496",11778,"THALW","A","0","WETWIDTH","3.8",NA,265616,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","3.8",3.8,3.8
"23511",11778,"THALW","F","0","WETWIDTH","1.1",NA,265744,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","1.1",1.1,1.1
"23521",11778,"THALW","A","7","WETWIDTH","1.9",NA,265617,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8019","SS","1.9",1.9,1.9
"23571",11779,"THALW","G","0","WETWIDTH","1.6",NA,266802,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1.6",1.6,1.6
"23598",11779,"THALW","C","0","WETWIDTH","1.5","F_1",266641,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1.5",1.5,1.5
"23639",11779,"THALW","C","7","WETWIDTH","5.6",NA,266642,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","5.6",5.6,5.6
"23807",11779,"THALW","I","7","WETWIDTH","1.5",NA,266890,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1.5",1.5,1.5
"23905",11779,"THALW","D","0","WETWIDTH","4.5","F_1",266703,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","4.5",4.5,4.5
"23997",11779,"THALW","B","7","WETWIDTH","0.7",NA,266591,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","0.7",0.7,0.7
"24090",11779,"THALW","I","0","WETWIDTH","1.6",NA,266889,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1.6",1.6,1.6
"24337",11779,"THALW","J","7","WETWIDTH","0.7",NA,266933,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","0.7",0.7,0.7
"24513",11779,"THALW","E","0","WETWIDTH","1.3",NA,266740,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1.3",1.3,1.3
"24515",11779,"THALW","E","7","WETWIDTH","1.4",NA,266741,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1.4",1.4,1.4
"24726",11779,"THALW","B","0","WETWIDTH","1",NA,266590,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1",1,1
"24987",11779,"THALW","H","0","WETWIDTH","1",NA,266847,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1",1,1
"25167",11779,"THALW","A","0","WETWIDTH","0.9",NA,266544,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","0.9",0.9,0.9
"25271",11779,"THALW","J","0","WETWIDTH","0.8",NA,266932,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","0.8",0.8,0.8
"25288",11779,"THALW","A","7","WETWIDTH","1.3",NA,266545,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1.3",1.3,1.3
"25498",11779,"THALW","H","7","WETWIDTH","1.5",NA,266848,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","1.5",1.5,1.5
"25507",11779,"THALW","G","7","WETWIDTH","0.6",NA,266803,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","0.6",0.6,0.6
"25542",11779,"THALW","D","7","WETWIDTH","5.2",NA,266704,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8022","SS","5.2",5.2,5.2
"25686",11780,"THALW","H","7","WETWIDTH","0.6",NA,267271,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","0.6",0.6,0.6
"25688",11780,"THALW","H","0","WETWIDTH","3",NA,267270,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","3",3,3
"25807",11780,"THALW","E","7","WETWIDTH","0.9",NA,267145,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","0.9",0.9,0.9
"25934",11780,"THALW","G","0","WETWIDTH","1.05",NA,267231,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","1.05",1.05,1.05
"26052",11780,"THALW","G","7","WETWIDTH","1.6",NA,267232,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","1.6",1.6,1.6
"26168",11780,"THALW","D","7","WETWIDTH","1.7",NA,267094,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","1.7",1.7,1.7
"26264",11780,"THALW","I","7","WETWIDTH","2.7",NA,267315,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","2.7",2.7,2.7
"26300",11780,"THALW","I","0","WETWIDTH","3.05",NA,267314,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","3.05",3.05,3.05
"26405",11780,"THALW","D","0","WETWIDTH","2.6",NA,267093,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","2.6",2.6,2.6
"26427",11780,"THALW","J","7","WETWIDTH","90",NA,267356,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","90",90,90
"26560",11780,"THALW","B","7","WETWIDTH","0.3",NA,267006,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","0.3",0.3,0.3
"26685",11780,"THALW","B","0","WETWIDTH","0","F_1",267005,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","0",0,0
"26728",11780,"THALW","C","7","WETWIDTH","0.45",NA,267052,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","0.45",0.45,0.45
"26995",11780,"THALW","F","7","WETWIDTH","1.22",NA,267188,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","1.22",1.22,1.22
"27373",11780,"THALW","A","7","WETWIDTH","0",NA,266966,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","0",0,0
"27556",11780,"THALW","F","0","WETWIDTH","0.45",NA,267187,TRUE,"O",2013-09-27,9999-12-31,NA,"AR-SS-8030","SS","0.45",0.45,0.45
"27732",11781,"THALW","D","7","WETWIDTH","0.8",NA,278121,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.8",0.8,0.8
"27765",11781,"THALW","I","7","WETWIDTH","0.4",NA,278363,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.4",0.4,0.4
"27877",11781,"THALW","E","0","WETWIDTH","0.8",NA,278170,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.8",0.8,0.8
"27902",11781,"THALW","C","0","WETWIDTH","0.65",NA,278071,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.65",0.65,0.65
"27956",11781,"THALW","D","0","WETWIDTH","0.28",NA,278120,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.28",0.28,0.28
"27986",11781,"THALW","H","7","WETWIDTH","0.6",NA,278315,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.6",0.6,0.6
"28132",11781,"THALW","A","7","WETWIDTH","0.42",NA,277974,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.42",0.42,0.42
"28156",11781,"THALW","I","0","WETWIDTH","0.9",NA,278362,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.9",0.9,0.9
"28206",11781,"THALW","J","0","WETWIDTH","0.6",NA,278411,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.6",0.6,0.6
"28244",11781,"THALW","E","7","WETWIDTH","0.35",NA,278171,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.35",0.35,0.35
"28355",11781,"THALW","C","7","WETWIDTH","0.4",NA,278072,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.4",0.4,0.4
"28425",11781,"THALW","G","7","WETWIDTH","0.6",NA,278267,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.6",0.6,0.6
"28450",11781,"THALW","J","7","WETWIDTH","0.5",NA,278412,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.5",0.5,0.5
"28546",11781,"THALW","B","0","WETWIDTH","1.1",NA,278022,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","1.1",1.1,1.1
"28836",11781,"THALW","H","0","WETWIDTH","0.4",NA,278314,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.4",0.4,0.4
"28860",11781,"THALW","A","0","WETWIDTH","0.7",NA,277973,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.7",0.7,0.7
"29108",11781,"THALW","F","0","WETWIDTH","0.32",NA,278217,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.32",0.32,0.32
"29281",11781,"THALW","B","7","WETWIDTH","0.6",NA,278023,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.6",0.6,0.6
"29401",11781,"THALW","G","0","WETWIDTH","0.4",NA,278266,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.4",0.4,0.4
"29537",11781,"THALW","F","7","WETWIDTH","0.7",NA,278218,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","0.7",0.7,0.7
"29781",11782,"THALW","H","0","WETWIDTH","0","F_1",275054,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"29826",11782,"THALW","H","7","WETWIDTH","0",NA,275055,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"29876",11782,"THALW","C","7","WETWIDTH","0.12",NA,274817,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0.12",0.12,0.12
"30161",11782,"THALW","I","7","WETWIDTH","0",NA,275104,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"30203",11782,"THALW","J","7","WETWIDTH","0.2",NA,275153,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0.2",0.2,0.2
"30502",11782,"THALW","F","0","WETWIDTH","0",NA,274963,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"30570",11782,"THALW","J","0","WETWIDTH","0.05",NA,275152,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0.05",0.05,0.05
"30773",11782,"THALW","D","0","WETWIDTH","0.4",NA,274865,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0.4",0.4,0.4
"30869",11782,"THALW","A","0","WETWIDTH","0",NA,274718,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"30915",11782,"THALW","G","0","WETWIDTH","0",NA,275005,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"30989",11782,"THALW","A","7","WETWIDTH","0.38",NA,274719,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0.38",0.38,0.38
"31085",11782,"THALW","C","0","WETWIDTH","1","F_1",274816,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","1",1,1
"31113",11782,"THALW","G","7","WETWIDTH","0",NA,275006,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"31115",11782,"THALW","E","7","WETWIDTH","0",NA,274915,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"31122",11782,"THALW","F","7","WETWIDTH","0",NA,274964,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"31136",11782,"THALW","D","7","WETWIDTH","0.4",NA,274866,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0.4",0.4,0.4
"31145",11782,"THALW","E","0","WETWIDTH","0.34",NA,274914,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0.34",0.34,0.34
"31282",11782,"THALW","B","0","WETWIDTH","0.3",NA,274767,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0.3",0.3,0.3
"31337",11782,"THALW","I","0","WETWIDTH","0",NA,275103,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0",0,0
"31412",11782,"THALW","B","7","WETWIDTH","0.17",NA,274768,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","0.17",0.17,0.17
"31819",11783,"THALW","J","7","WETWIDTH","0.4",NA,269609,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","0.4",0.4,0.4
"31837",11783,"THALW","H","7","WETWIDTH","0.27",NA,269511,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","0.27",0.27,0.27
"32348",11783,"THALW","A","0","WETWIDTH","0.28",NA,267641,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","0.28",0.28,0.28
"32374",11783,"THALW","I","7","WETWIDTH","0.18",NA,269560,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","0.18",0.18,0.18
"32547",11783,"THALW","J","0","WETWIDTH","0.33",NA,269608,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","0.33",0.33,0.33
"32667",11783,"THALW","E","7","WETWIDTH","0.3",NA,267838,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","0.3",0.3,0.3
"32738",11783,"THALW","I","0","WETWIDTH","0.3",NA,269559,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","0.3",0.3,0.3
"32765",11783,"THALW","G","0","WETWIDTH","0.25",NA,267934,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","0.25",0.25,0.25
"32836",11783,"THALW","F","7","WETWIDTH","0.3",NA,267886,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","0.3",0.3,0.3
"32882",11783,"THALW","B","0","WETWIDTH","0.5",NA,267690,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","0.5",0.5,0.5
"32883",11783,"THALW","B","7","WETWIDTH","0.37",NA,267691,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","0.37",0.37,0.37
"33088",11783,"THALW","G","7","WETWIDTH","0.15",NA,267935,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","0.15",0.15,0.15
"33097",11783,"THALW","C","0","WETWIDTH","0.5",NA,267739,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","0.5",0.5,0.5
